code,genus,species,common.name,code.messy,tax.messy.level
ACHALB,Achalarus,albociliatus,Skinner's Cloudywing,ACH-SP,GENUS
ACHCAS,Achalarus,casica,Desert Cloudywing,ACH-SP,GENUS
ACHJAL,Achalarus,jalapus,Jalapus Cloudywing,ACH-SP,GENUS
ACHLYC,Achalarus,lyciades,Hoary Edge,ACH-SP,GENUS
ACHTOX,Achalarus,toxeus,Coyote Cloudywing,ACH-SP,GENUS
ADEBAS,Adelpha,basiloides,Spot-celled Sister,ADE-SP,GENUS
ADEBRE,Adelpha,bredowii,California Sister,ADE-SP,GENUS
ADEFES,Adelpha,fessonia,Band-celled Sister,ADE-SP,GENUS
AGAALL,Agathymus,alliae,Mojave Giant-Skipper,AGA-SP,GENUS
AGAARY,Agathymus,aryxna,Arizona Giant-Skipper,AGA-SP,GENUS
AGAEVA,Agathymus,evansi,Huachuca Giant-Skipper,AGA-SP,GENUS
AGAMAR,Agathymus,mariae,Mary's Giant-Skipper,AGA-SP,GENUS
AGANEU,Agathymus,neumoegeni,Orange Giant-Skipper,AGA-SP,GENUS
AGAPOL,Agathymus,polingi,Poling's Giant-Skipper,AGA-SP,GENUS
AGAREM,Agathymus,remingtoni,Coahuila Giant-Skipper,AGA-SP,GENUS
AGASTE,Agathymus,stephensi,California Giant-Skipper,AGA-SP,GENUS
AGRCAS,Agriades,cassiope,Heather Blue,AGR-SP,GENUS
AGRGLA,Agriades,glandon,Arctic Blue,AGR-SP,GENUS
AGRGLA,Agriades,glandon,Glandon' Arctic Blue,AGR-SP,GENUS
AGRGLA,Agriades,glandon,Mountain' Arctic Blue,AGR-SP,GENUS
AGRGLA,Agriades,glandon,Sierra' Arctic Blue,AGR-SP,GENUS
AGUASA,Aguna,asander,Gold-spotted Aguna,AGU-SP,GENUS
AGUCLA,Aguna,claxon,Emerald Aguna,AGU-SP,GENUS
AGUMET,Aguna,metophis,Tailed Aguna,AGU-SP,GENUS
AMBAEN,Amblyscirtes,aenus,Bronze Roadside-Skipper,AMB-SP,GENUS
AMBAES,Amblyscirtes,aesculapius,Lace-winged Roadside-Skipper,AMB-SP,GENUS
AMBALT,Amblyscirtes,alternata,Dusky Roadside-Skipper,AMB-SP,GENUS
AMBBEL,Amblyscirtes,belli,Bell's Roadside-Skipper,AMB-SP,GENUS
AMBCAR,Amblyscirtes,carolina,Carolina Roadside-Skipper,AMB-SP,GENUS
AMBCAS,Amblyscirtes,cassus,Cassus Roadside-Skipper,AMB-SP,GENUS
AMBCEL,Amblyscirtes,celia,Celia's Roadside-Skipper,AMB-SP,GENUS
AMBELI,Amblyscirtes,elissa,Elissa Roadside-Skipper,AMB-SP,GENUS
AMBEOS,Amblyscirtes,eos,Dotted Roadside-Skipper,AMB-SP,GENUS
AMBEXO,Amblyscirtes,exoteria,Large Roadside-Skipper,AMB-SP,GENUS
AMBFIM,Amblyscirtes,fimbriata,Orange-edged Roadside-Skipper,AMB-SP,GENUS
AMBHEG,Amblyscirtes,hegon,Pepper and Salt Skipper,AMB-SP,GENUS
AMBLIN,Amblyscirtes,linda,Linda's Roadside-Skipper,AMB-SP,GENUS
AMBNER,Amblyscirtes,nereus,Slaty Roadside-Skipper,AMB-SP,GENUS
AMBNYS,Amblyscirtes,nysa,Nysa Roadside-Skipper,AMB-SP,GENUS
AMBOSL,Amblyscirtes,oslari,Oslar's Roadside-Skipper,AMB-SP,GENUS
AMBPHY,Amblyscirtes,phylace,Orange-headed Roadside-Skipper,AMB-SP,GENUS
AMBREV,Amblyscirtes,reversa,Reversed Roadside-Skipper,AMB-SP,GENUS
AMBSIM,Amblyscirtes,simius,Simius Roadside-Skipper,AMB-SP,GENUS
AMBTEX,Amblyscirtes,texanae,Texas Roadside-Skipper,AMB-SP,GENUS
AMBTOL,Amblyscirtes,tolteca,Toltec Roadside-Skipper,AMB-SP,GENUS
AMBTOL,Amblyscirtes,tolteca,Prenda' Toltec Roadside-Skipper,AMB-SP,GENUS
AMBVIA,Amblyscirtes,vialis,Common Roadside-Skipper,AMB-SP,GENUS
ANAAID,Anaea,aidea,Tropical Leafwing,ANA-SP,GENUS
ANAAND,Anaea,andria,Goatweed Leafwing,ANA-SP,GENUS
ANAFLO,Anaea,floridalis,Florida Leafwing,ANA-SP,GENUS
ANAGLY,Anaea,glycerium,Angled Leafwing,ANA-SP,GENUS
ANAPIT,Anaea,pithyusa,Pale-spotted Leafwing,ANA-SP,GENUS
ANARCHR,Anartia,chrysopelea,Cuban Peacock,ANAR-SP,GENUS
ANARFAT,Anartia,fatima,Banded Peacock,ANAR-SP,GENUS
ANARJAT,Anartia,jatrophae,White Peacock,ANAR-SP,GENUS
ANATLOG,Anatrytone,logan,Delaware Skipper,ANAT-SP,GENUS
ANATMAZ,Anatrytone,mazai,Glowing Skipper,ANAT-SP,GENUS
ANCARE,Ancyloxypha,arene,Tropical Least Skipper,ANC-SP,GENUS
ANCNUM,Ancyloxypha,numitor,Least Skipper,ANC-SP,GENUS
ANTCLO,Anteos,clorinde,White Angled-Sulphur,ANT-SP,GENUS
ANTMAE,Anteos,maerula,Yellow Angled-Sulphur,ANT-SP,GENUS
ANTHCET,Anthocharis,cethura,Desert Orangetip,ANTH-SP,GENUS
ANTHCET,Anthocharis,cethura,Pima Orangetip,ANTH-SP,GENUS
ANTHLAN,Anthocharis,lanceolata,Gray Marble,ANTH-SP,GENUS
ANTHMID,Anthocharis,midea,Falcate Orangetip,ANTH-SP,GENUS
ANTHSAR,Anthocharis,sara,Sara Orangetip,ANTH-SP,GENUS
ANTHSAR,Anthocharis,sara,'Pacific' Sara Orangetip,ANTH-SP,GENUS
ANTHSAR,Anthocharis,sara,'Stella' Sara Orangetip,ANTH-SP,GENUS
APOHEP,Apodemia,hepburni,Hepburn's Metalmark,APO-SP,GENUS
APOMOR,Apodemia,mormo,Mormon Metalmark,APO-SP,GENUS
APOMUL,Apodemia,multiplaga,Narrow-winged Metalmark,APO-SP,GENUS
APONAI,Apodemia,nais,Nais Metalmark,APO-SP,GENUS
APONAI,Apodemia,nais,'Nais' Nais Metalmark,APO-SP,GENUS
APONAI,Apodemia,nais,'Chisos' Nais Metalmark,APO-SP,GENUS
APOPAL,Apodemia,palmeri,Palmer's Metalmark,APO-SP,GENUS
APOPHY,Apodemia,phyciodoides,Crescent Metalmark,APO-SP,GENUS
APOWAL,Apodemia,walkeri,Walker's Metalmark,APO-SP,GENUS
ASTCEL,Asterocampa,celtis,Hackberry Emperor,AST-SP,GENUS
ASTCLY,Asterocampa,clyton,Tawny Emperor,AST-SP,GENUS
ASTIDY,Asterocampa,idyja,Cream-banded' Dusky Emperor,AST-SP,GENUS
ASTLEI,Asterocampa,leilia,Empress Leilia,AST-SP,GENUS
ASTRALA,Astraptes,alardus,Frosted Flasher,ASTR-SP,GENUS
ASTRANA,Astraptes,anaphus,Yellow-tipped Flasher,ASTR-SP,GENUS
ASTREGR,Astraptes,egregius,Small-spotted Flasher,ASTR-SP,GENUS
ASTRFUL,Astraptes,fulgerator,Two-barred Flasher,ASTR-SP,GENUS
ASTRGIL,Astraptes,gilberti,Gilbert's Flasher,ASTR-SP,GENUS
ATRYCES,Atrytonopsis,cestus,Cestus Skipper,ATRY-SP,GENUS
ATRYDEV,Atrytonopsis,deva,Deva Skipper,ATRY-SP,GENUS
ATRYEDW,Atrytonopsis,edwardsii,Sheep Skipper,ATRY-SP,GENUS
ATRYHIA,Atrytonopsis,hianna,Dusted Skipper,ATRY-SP,GENUS
ATRYLUN,Atrytonopsis,lunus,Moon-marked Skipper,ATRY-SP,GENUS
ATRYPIT,Atrytonopsis,pittacus,White-barred Skipper,ATRY-SP,GENUS
ATRYPYT,Atrytonopsis,python,Python Skipper,ATRY-SP,GENUS
ATRYVIE,Atrytonopsis,vierecki,Viereck's Skipper,ATRY-SP,GENUS
AUTCEL,Autochton,cellus,Golden Banded-Skipper,AUT-SP,GENUS
AUTCIN,Autochton,cincta,Chisos Banded-Skipper,AUT-SP,GENUS
AUTPSE,Autochton,pseudocellus,Sonoran Banded-Skipper,AUT-SP,GENUS
BATPHI,Battus,philenor,Pipevine Swallowtail,BAT-SP,GENUS
BATPOL,Battus,polydamas,Polydamas Swallowtail,BAT-SP,GENUS
BOLBRE,Bolla,brennus,Obscure Bolla,BOL-SP,GENUS
BOLCLY,Bolla,clytius,Mottled Bolla,BOL-SP,GENUS
BOLOALB,Boloria,alberta,Alberta Fritillary,BOLO-SP,GENUS
BOLOAST,Boloria,astarte,Astarte Fritillary,BOLO-SP,GENUS
BOLOAST,Boloria,astarte,Distinct' Astarte Fritillary,BOLO-SP,GENUS
BOLOBEL,Boloria,bellona,Meadow Fritillary,BOLO-SP,GENUS
BOLOCHA,Boloria,chariclea,Arctic Fritillary,BOLO-SP,GENUS
BOLOEPI,Boloria,epithore,Pacific Fritillary,BOLO-SP,GENUS
BOLOEUN,Boloria,eunomia,Bog Fritillary,BOLO-SP,GENUS
BOLOFRE,Boloria,freija,Freija Fritillary,BOLO-SP,GENUS
BOLOFRI,Boloria,frigga,Frigga Fritillary,BOLO-SP,GENUS
BOLOIMP,Boloria,improba,Dingy Fritillary,BOLO-SP,GENUS
BOLOIMP,Boloria,improba,'Wind River' Dingy Fritillary,BOLO-SP,GENUS
BOLOKRI,Boloria,kriemhild,Relict Fritillary,BOLO-SP,GENUS
BOLOMON,Boloria,montinus,Purplish Fritillary,BOLO-SP,GENUS
BOLONAP,Boloria,napaea,Mountain Fritillary,BOLO-SP,GENUS
BOLONAT,Boloria,natazhati,Cryptic Fritillary,BOLO-SP,GENUS
BOLOPOL,Boloria,polaris,Polaris Fritillary,BOLO-SP,GENUS
BOLOSEL,Boloria,selene,Silver-bordered Fritillary,BOLO-SP,GENUS
S-BOAC,Boloria,improba acrocnema,Uncompahgre' Dingy Fritillary,BOLO-SP,GENUS
BREEXI,Brephidium,exile,Western Pygmy-Blue,BRE-SP,GENUS
BREISO,Brephidium,isophthalma,Eastern Pygmy-Blue,BRE-SP,GENUS
CALARI,Calephelis,arizonensis,Arizona Metalmark,CAL-SP,GENUS
CALBOR,Calephelis,borealis,Northern Metalmark,CAL-SP,GENUS
CALMUT,Calephelis,mutica,Swamp Metalmark,CAL-SP,GENUS
CALNEM,Calephelis,nemesis,Fatal Metalmark,CAL-SP,GENUS
CALPER,Calephelis,perditalis,Rounded Metalmark,CAL-SP,GENUS
CALRAW,Calephelis,rawsoni,Rawson's Metalmark,CAL-SP,GENUS
CALRAW,Calephelis,rawsoni,'Rawson's' Rawson's Metalmark,CAL-SP,GENUS
CALRAW,Calephelis,rawsoni,'Freeman's' Rawson's Metalmark,CAL-SP,GENUS
CALVIR,Calephelis,virginiensis,Little Metalmark,CAL-SP,GENUS
CALWRI,Calephelis,wrighti,Wright's Metalmark,CAL-SP,GENUS
CALLAUG,Callophrys,augustinus,Brown Elfin,CALL-SP,GENUS
CALLDUM,Callophrys,dumetorum,Bramble Hairstreak,CALL-SP,GENUS
CALLDUM,Callophrys,dumetorum,Bramble' Bramble Hairstreak,CALL-SP,GENUS
CALLDUM,Callophrys,dumetorum,'Coastal' Bramble Hairstreak,CALL-SP,GENUS
CALLDUM,Callophrys,dumetorum,Canyon' Bramble Hairstreak,CALL-SP,GENUS
CALLDUM,Callophrys,dumetorum,Immaculate' Bramble Hairstreak,CALL-SP,GENUS
CALLERY,Callophrys,eryphon,Western Pine Elfin,CALL-SP,GENUS
CALLFOT,Callophrys,fotis,Desert Elfin,CALL-SP,GENUS
CALLGRY,Callophrys,gryneus,Juniper Hairstreak,CALL-SP,GENUS
CALLGRY,Callophrys,gryneus,Olive' Juniper Hairstreak,CALL-SP,GENUS
CALLGRY,Callophrys,gryneus,Sweadner's' Juniper Hairstreak,CALL-SP,GENUS
CALLGRY,Callophrys,gryneus,Siva' Juniper Hairstreak,CALL-SP,GENUS
CALLGRY,Callophrys,gryneus,Nelson's' Juniper Hairstreak,CALL-SP,GENUS
CALLGRY,Callophrys,gryneus,Muir's' Juniper Hairstreak,CALL-SP,GENUS
CALLGRY,Callophrys,gryneus,Loki' Juniper Hairstreak,CALL-SP,GENUS
CALLGRY,Callophrys,gryneus,'Thorne's' Juniper Hairstreak,CALL-SP,GENUS
CALLHEN,Callophrys,henrici,Henry's Elfin,CALL-SP,GENUS
CALLHES,Callophrys,hesseli,Hessel's Hairstreak,CALL-SP,GENUS
CALLIRU,Callophrys,irus,Frosted Elfin,CALL-SP,GENUS
CALLJOH,Callophrys,johnsoni,Johnson's Hairstreak,CALL-SP,GENUS
CALLLAN,Callophrys,lanoraieensis,Bog Elfin,CALL-SP,GENUS
CALLMCF,Callophrys,mcfarlandi,Sandia Hairstreak,CALL-SP,GENUS
CALLMOS,Callophrys,mossii,Moss' Elfin,CALL-SP,GENUS
CALLNIP,Callophrys,niphon,Eastern Pine Elfin,CALL-SP,GENUS
CALLPOL,Callophrys,polios,Hoary Elfin,CALL-SP,GENUS
CALLSHE,Callophrys,sheridanii,Sheridan's Hairstreak,CALL-SP,GENUS
CALLSHE,Callophrys,sheridanii,'White-lined' Sheridan's Hairstreak,CALL-SP,GENUS
CALLSHE,Callophrys,sheridanii,'Desert' Sheridan's Hairstreak,CALL-SP,GENUS
CALLSHE,Callophrys,sheridanii,Alpine' Sheridan's Hairstreak,CALL-SP,GENUS
CALLSPI,Callophrys,spinetorum,Thicket Hairstreak,CALL-SP,GENUS
CALLXAM,Callophrys,xami,Xami Hairstreak,CALL-SP,GENUS
CALYCEC,Calycopis,cecrops,Red-banded Hairstreak,CALY-SP,GENUS
CALYISO,Calycopis,isobeon,Dusky-blue Groundstreak,CALY-SP,GENUS
CELLAD,Celastrina,ladon,Spring Azure,CEL-SP,GENUS
CELLAD,Celastrina,ladon,'Spring' Spring Azure,CEL-SP,GENUS
CELLAD,Celastrina,ladon,'Edward's' Spring Azure,CEL-SP,GENUS
CELLAD,Celastrina,ladon,Cherry Gall' Spring Azure,CEL-SP,GENUS
CELLAD,Celastrina,ladon,'Atlantic' Spring Azure,CEL-SP,GENUS
CELLAD,Celastrina,ladon,Hops' Spring Azure,CEL-SP,GENUS
CELLAD,Celastrina,ladon,'Manitoba' Spring Azure,CEL-SP,GENUS
CELLAD,Celastrina,ladon,Summer' Spring Azure,CEL-SP,GENUS
CELNEG,Celastrina,neglectamajor,Appalachian Azure,CEL-SP,GENUS
CELNIG,Celastrina,nigra,Dusky Azure,CEL-SP,GENUS
CELAFRI,Celaenorrhinus,fritzgaertneri,Fritzgaertner's Flat,CELA-SP,GENUS
CELASTA,Celaenorrhinus,stallingsi,Stallings' Flat,CELA-SP,GENUS
CELOLIM,Celotes,limpia,Scarce Streaky-Skipper,CELO-SP,GENUS
CELONES,Celotes,nessus,Common Streaky-Skipper,CELO-SP,GENUS
CERMEA,Cercyonis,meadii,Mead's Wood-Nymph,CER-SP,GENUS
CEROET,Cercyonis,oetus,Small Wood-Nymph,CER-SP,GENUS
CERPEG,Cercyonis,pegala,Common Wood-Nymph,CER-SP,GENUS
CERSTH,Cercyonis,sthenele,Great Basin Wood-Nymph,CER-SP,GENUS
CHICAT,Chioides,catillus,White-striped Longtail,CHI-SP,GENUS
CHIZIL,Chioides,zilpa,Zilpa Longtail,CHI-SP,GENUS
CHIOASY,Chiomara,asychis,White-patched Skipper,CHIO-SP,GENUS
CHIOMIT,Chiomara,mithrax,Slaty Skipper,CHIO-SP,GENUS
CHLMAE,Chlorostrymon,maesites,Amethyst Hairstreak,CHL-SP,GENUS
CHLSIM,Chlorostrymon,simaethis,Silver-banded Hairstreak,CHL-SP,GENUS
CHLTEL,Chlorostrymon,telea,Telea Hairstreak,CHL-SP,GENUS
CHLOACA,Chlosyne,acastus,Sagebrush Checkerspot,CHLO-SP,GENUS
CHLOCAL,Chlosyne,californica,California Patch,CHLO-SP,GENUS
CHLOCHI,Chlosyne,chinatiensis,Chinati Checkerspot,CHLO-SP,GENUS
CHLOCYN,Chlosyne,cyneas,Black Checkerspot,CHLO-SP,GENUS
CHLODEF,Chlosyne,definita,Definite Patch,CHLO-SP,GENUS
CHLOEND,Chlosyne,endeis,Banded Patch,CHLO-SP,GENUS
CHLOFUL,Chlosyne,fulvia,Fulvia Checkerspot,CHLO-SP,GENUS
CHLOGAB,Chlosyne,gabbii,Gabb's Checkerspot,CHLO-SP,GENUS
CHLOGOR,Chlosyne,gorgone,Gorgone Checkerspot,CHLO-SP,GENUS
CHLOHAR,Chlosyne,harrisii,Harris' Checkerspot,CHLO-SP,GENUS
CHLOHOF,Chlosyne,hoffmanni,Hoffmann's Checkerspot,CHLO-SP,GENUS
CHLOJAN,Chlosyne,janais,Crimson Patch,CHLO-SP,GENUS
CHLOLAC,Chlosyne,lacinia,Bordered Patch,CHLO-SP,GENUS
CHLOLEA,Chlosyne,leanira,Leanira Checkerspot,CHLO-SP,GENUS
CHLOMAR,Chlosyne,marina,Red-spotted Patch,CHLO-SP,GENUS
CHLONYC,Chlosyne,nycteis,Silvery Checkerspot,CHLO-SP,GENUS
CHLOPAL,Chlosyne,palla,Northern Checkerspot,CHLO-SP,GENUS
CHLOROS,Chlosyne,rosita,Rosita Patch,CHLO-SP,GENUS
CHLOTHE,Chlosyne,theona,Theona Checkerspot,CHLO-SP,GENUS
CHLOWHI,Chlosyne,whitneyi,Rockslide Checkerspot,CHLO-SP,GENUS
CODALC,Codatractus,alcaeus,White-crescent Longtail,COD-SP,GENUS
CODARI,Codatractus,arizonensis,Arizona Skipper,COD-SP,GENUS
CODMYS,Codatractus,mysie,Valeriana Skipper,COD-SP,GENUS
COEHAY,Coenonympha,haydenii,Hayden's Ringlet,COE-SP,GENUS
COETUL,Coenonympha,tullia,Common Ringlet,COE-SP,GENUS
COETUL,Coenonympha,tullia,Inornate' Common Ringlet,COE-SP,GENUS
COETUL,Coenonympha,tullia,'Salt Marsh' Common Ringlet,COE-SP,GENUS
COETUL,Coenonympha,tullia,Ochre' Common Ringlet,COE-SP,GENUS
COETUL,Coenonympha,tullia,Northwest' Common Ringlet,COE-SP,GENUS
COETUL,Coenonympha,tullia,California' Common Ringlet,COE-SP,GENUS
COGCAI,Cogia,caicus,Gold-costa Skipper,COG-SP,GENUS
COGCAL,Cogia,calchas,Mimosa Skipper,COG-SP,GENUS
COGHIP,Cogia,hippalus,Acacia Skipper,COG-SP,GENUS
COGOUT,Cogia,outis,Outis Skipper,COG-SP,GENUS
COLALE,Colias,alexandra,Queen Alexandra's Sulphur,COL-SP,GENUS
COLALE,Colias,alexandra,'Harford's' Queen Alexandra's Sulphur,COL-SP,GENUS
COLBEH,Colias,behrii,Sierra Sulphur,COL-SP,GENUS
COLBOO,Colias,boothi,Booth's Sulphur,COL-SP,GENUS
COLCAN,Colias,canadensis,Canadian Sulphur,COL-SP,GENUS
COLCES,Colias,cesonia,Southern Dogface,COL-SP,GENUS
COLCHR,Colias,christina,Christina's Sulphur,COL-SP,GENUS
COLEU1,Colias,eurydice,California Dogface,COL-SP,GENUS
COLEU2,Colias,eurytheme,Orange Sulphur,COL-SP,GENUS
COLGIG,Colias,gigantea,Giant Sulphur,COL-SP,GENUS
COLHEC,Colias,hecla,Hecla Sulphur,COL-SP,GENUS
COLINT,Colias,interior,Pink-edged Sulphur,COL-SP,GENUS
COLJOH,Colias,johanseni,Coppermine Sulphur,COL-SP,GENUS
COLMEA,Colias,meadii,Mead's Sulphur,COL-SP,GENUS
COLNAS,Colias,nastes,Labrador Sulphur,COL-SP,GENUS
COLOCC,Colias,occidentalis,Western Sulphur,COL-SP,GENUS
COLPAL,Colias,palaeno,Palaeno Sulphur,COL-SP,GENUS
COLPEL,Colias,pelidne,Pelidne Sulphur,COL-SP,GENUS
COLPHI,Colias,philodice,Clouded Sulphur,COL-SP,GENUS
COLSCU,Colias,scudderi,Scudder's Sulphur,COL-SP,GENUS
COPAUR,Copaeodes,aurantiacus,Orange Skipperling,COP-SP,GENUS
COPMIN,Copaeodes,minimus,Southern Skipperling,COP-SP,GENUS
CYAGOO,Cyanophrys,goodsoni,Goodson's Greenstreak,CYA-SP,GENUS
CYAHER,Cyanophrys,herodotus,Tropical Greenstreak,CYA-SP,GENUS
CYAMIS,Cyanophrys,miserabilis,Clench's Greenstreak,CYA-SP,GENUS
CYLGEM,Cyllopsis,gemma,Gemmed Satyr,CYL-SP,GENUS
CYLPER,Cyllopsis,pertepida,Canyonland Satyr,CYL-SP,GENUS
CYLPYR,Cyllopsis,pyracmon,Nabokov's Satyr,CYL-SP,GENUS
CYLPYR,Cyllopsis,pyracmon,'Nabokov's' Nabokov's Satyr,CYL-SP,GENUS
CYLPYR,Cyllopsis,pyracmon,'Henshaw's' Nabokov's Satyr,CYL-SP,GENUS
CYMODI,Cymaenes,odilia,Fawn-spotted Skipper,CYM-SP,GENUS
CYMTRI,Cymaenes,tripunctus,Three-spotted Skipper,CYM-SP,GENUS
DANERE,Danaus,eresimus,Soldier,DAN-SP,GENUS
DANGIL,Danaus,gilippus,Queen,DAN-SP,GENUS
DANPLE,Danaus,plexippus,Monarch,DAN-SP,GENUS
DOXLAU,Doxocopa,laure,Silver Emperor,DOX-SP,GENUS
DOXPAV,Doxocopa,pavon,Pavon Emperor,DOX-SP,GENUS
ELEANG,Electrostrymon,angelia,Fulvous Hairstreak,ELE-SP,GENUS
ELECAN,Electrostrymon,canus,Muted Hairstreak,ELE-SP,GENUS
ELESAN,Electrostrymon,sangala,Ruddy Hairstreak,ELE-SP,GENUS
EMEARE,Emesis,ares,Ares Metalmark,EME-SP,GENUS
EMEEME,Emesis,emesia,Curve-winged Metalmark,EME-SP,GENUS
EMETEN,Emesis,tenedia,Falcate Metalmark,EME-SP,GENUS
EMEZEL,Emesis,zela,Zela Metalmark,EME-SP,GENUS
ENOANT,Enodia,anthedon,Northern Pearly-eye,ENO-SP,GENUS
ENOCRE,Enodia,creola,Creole Pearly-eye,ENO-SP,GENUS
ENOPOR,Enodia,portlandia,Southern Pearly-eye,ENO-SP,GENUS
EPACLA,Epargyreus,clarus,Silver-spotted Skipper,EPA-SP,GENUS
EPAEXA,Epargyreus,exadeus,Broken Silverdrop,EPA-SP,GENUS
EPAZES,Epargyreus,zestos,Zestos Skipper,EPA-SP,GENUS
ERECAL,Erebia,callias,Colorado Alpine,ERE-SP,GENUS
EREDAB,Erebia,dabanensis,Four-dotted Alpine,ERE-SP,GENUS
EREDI1,Erebia,disa,Disa Alpine,ERE-SP,GENUS
EREDI2,Erebia,discoidalis,Red-disked Alpine,ERE-SP,GENUS
EREEPI,Erebia,epipsodea,Common Alpine,ERE-SP,GENUS
EREFAS,Erebia,fasciata,Banded Alpine,ERE-SP,GENUS
EREKOZ,Erebia,kozhantshikovi,Reddish Alpine,ERE-SP,GENUS
EREMAG,Erebia,magdalena,Magdalena Alpine,ERE-SP,GENUS
EREMAN,Erebia,mancinus,Taiga Alpine,ERE-SP,GENUS
