"code","abund.correlation","species.trend","trend.at.highest.predictions","trend.at.best.nfj.data","filename","n.data"
"ACHLYC",NA,-0.0637532922964831,-0.0632080162155528,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/ACHLYC-full-run-only-OhioLeps-V1.html",24016
"ANATLOG",NA,0.00106456057149867,0.00225449364695507,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/ANATLOG-full-run-only-OhioLeps-V1.html",24016
"ANCNUM",NA,0.0375124334988456,0.0380853381503456,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/ANCNUM-full-run-only-OhioLeps-V1.html",24016
"ANTHMID",NA,-0.0739463758060055,-0.0732999425868259,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/ANTHMID-full-run-only-OhioLeps-V1.html",21229
"ASTCLY",NA,-0.0860649462223202,-0.0847713373110253,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/ASTCLY-full-run-only-OhioLeps-V1.html",24016
"ATACAM",NA,0.066822346206352,0.0677652435118166,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/ATACAM-full-run-only-OhioLeps-V1.html",24016
"BATPHI",NA,0.0591704713030833,0.0600115889937314,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/BATPHI-full-run-only-OhioLeps-V1.html",24016
"BOLOBEL",NA,-0.0347289701528408,-0.0340730049608523,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/BOLOBEL-full-run-only-OhioLeps-V1.html",24016
"CALYCEC",NA,0.0133323425834657,0.0139358001079384,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/CALYCEC-full-run-only-OhioLeps-V1.html",21431
"CELLAD",NA,0.014148966181161,0.0146836046738801,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/CELLAD-full-run-only-OhioLeps-V1.html",24016
"CERPEG",NA,-0.0483513284652161,-0.0477721511494025,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/CERPEG-full-run-only-OhioLeps-V1.html",24016
"CHLONYC",NA,0.0487059793935412,0.049591179106713,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/CHLONYC-full-run-only-OhioLeps-V1.html",24016
"COLEU2",NA,-0.0475283806314806,-0.047441905025542,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/COLEU2-full-run-only-OhioLeps-V1.html",24016
"COLPHI",NA,-0.0190256354545142,-0.0187180143460353,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/COLPHI-full-run-only-OhioLeps-V1.html",24016
"CYLGEM",NA,0.192525025910013,0.193089139416881,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/CYLGEM-full-run-only-OhioLeps-V1.html",8551
"DANPLE",NA,-0.0422928750811118,-0.041727282476117,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/DANPLE-full-run-only-OhioLeps-V1.html",24016
"ENOANT",NA,0.0418164838420811,0.0425427905542461,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/ENOANT-full-run-only-OhioLeps-V1.html",24016
"EPACLA",NA,0.0100037371488095,0.0103948217743705,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/EPACLA-full-run-only-OhioLeps-V1.html",24016
"ERYBAP",NA,0.0733896160326603,0.0740488689635574,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/ERYBAP-full-run-only-OhioLeps-V1.html",24016
"ERYBRI",NA,-0.0641977393256578,-0.0633787847187914,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/ERYBRI-full-run-only-OhioLeps-V1.html",24016
"ERYHOR",NA,0.00720250813344462,0.00821444463945653,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/ERYHOR-full-run-only-OhioLeps-V1.html",24016
"ERYICE",NA,-0.117211327921898,-0.116383241851839,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/ERYICE-full-run-only-OhioLeps-V1.html",24016
"ERYJUV",NA,-0.0434500150353949,-0.0425704792100179,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/ERYJUV-full-run-only-OhioLeps-V1.html",24016
"EUPHPHA",NA,-0.147041262112682,-0.146332206767589,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/EUPHPHA-full-run-only-OhioLeps-V1.html",24016
"EUPTCLA",NA,0.0724137692415933,0.0730779900880494,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/EUPTCLA-full-run-only-OhioLeps-V1.html",24016
"EUPYVES",NA,0.0225568253693319,0.0236662551935396,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/EUPYVES-full-run-only-OhioLeps-V1.html",24016
"EURLIS",NA,0.0338453645778908,0.0346470771061567,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/EURLIS-full-run-only-OhioLeps-V1.html",24016
"EURNIC",NA,0.269085388375766,0.269781167804727,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/EURNIC-full-run-only-OhioLeps-V1.html",18432
"EURYMAR",NA,0.0735570507309964,0.0743056822812433,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/EURYMAR-full-run-only-OhioLeps-V1.html",24016
"EVECOM",NA,0.0100437757103189,0.0106110576540308,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/EVECOM-full-run-only-OhioLeps-V1.html",24016
"FENTAR",NA,0.0847611625135503,0.0852237420987869,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/FENTAR-full-run-only-OhioLeps-V1.html",24016
"HERSOS",NA,0.108764140699614,0.109059418750532,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/HERSOS-full-run-only-OhioLeps-V1.html",10001
"HESLEO",NA,-0.134678067072924,-0.134014610657125,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/HESLEO-full-run-only-OhioLeps-V1.html",24016
"LIBCAR",NA,0.00820159086269974,0.0089580462713994,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/LIBCAR-full-run-only-OhioLeps-V1.html",24016
"LIMARC",NA,-0.0143036710892145,-0.0132004167011281,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/LIMARC-full-run-only-OhioLeps-V1.html",24016
"LYCAHYL",NA,-0.0794082425132016,-0.0790261692546608,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/LYCAHYL-full-run-only-OhioLeps-V1.html",24016
"LYCAPHL",NA,-0.127224541938104,-0.126446202701045,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/LYCAPHL-full-run-only-OhioLeps-V1.html",24016
"MEGICYM",NA,-0.020968295747056,-0.0201247099839341,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/MEGICYM-full-run-only-OhioLeps-V1.html",24016
"NASLHE",NA,-0.129228563371708,-0.128686611229963,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/NASLHE-full-run-only-OhioLeps-V1.html",24016
"NYMANT",NA,-0.0124594767460887,-0.0120551749289541,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/NYMANT-full-run-only-OhioLeps-V1.html",24016
"PAPCRE",NA,0.0115850351603011,0.0117808781881088,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/PAPCRE-full-run-only-OhioLeps-V1.html",5050
"PAPGLA",NA,-0.00497843241010973,-0.00420524130071565,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/PAPGLA-full-run-only-OhioLeps-V1.html",24016
"PAPPOL",NA,-0.0243314581582329,-0.0236853570971008,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/PAPPOL-full-run-only-OhioLeps-V1.html",24016
"PAPTRO",NA,-0.00945368795861354,-0.00851855207391594,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/PAPTRO-full-run-only-OhioLeps-V1.html",24016
"PHOESEN",NA,0.0271881706769939,0.0275587816880627,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/PHOESEN-full-run-only-OhioLeps-V1.html",8360
"PHOLCAT",NA,-0.0319122636087404,-0.0310188498966113,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/PHOLCAT-full-run-only-OhioLeps-V1.html",24016
"PHYTHA",NA,0.00733138995501843,0.00776920007891491,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/PHYTHA-full-run-only-OhioLeps-V1.html",24016
"PIERAP",NA,-0.0452209384731764,-0.0444030878594077,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/PIERAP-full-run-only-OhioLeps-V1.html",24016
"POAHOB",NA,-0.0344661599688772,-0.0334450913717745,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/POAHOB-full-run-only-OhioLeps-V1.html",24016
"POAVIA",NA,-0.0455114494272721,-0.0451039233197292,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/POAVIA-full-run-only-OhioLeps-V1.html",24016
"POAZAB",NA,0.0443686722179205,0.0451882839367642,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/POAZAB-full-run-only-OhioLeps-V1.html",24016
"POLIMYS",NA,-0.0462561825254037,-0.0452878134429257,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/POLIMYS-full-run-only-OhioLeps-V1.html",24016
"POLIORI",NA,0.00872704505671885,0.00962668074134831,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/POLIORI-full-run-only-OhioLeps-V1.html",24016
"POLIPEC",NA,-0.0103027086686947,-0.0093984434219222,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/POLIPEC-full-run-only-OhioLeps-V1.html",24016
"POLITHE",NA,-0.0321783545764618,-0.0315140341984426,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/POLITHE-full-run-only-OhioLeps-V1.html",24016
"POLYCOM",NA,0.00944569494096903,0.00989997318986746,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/POLYCOM-full-run-only-OhioLeps-V1.html",24016
"POLYINT",NA,-0.0174247800429537,-0.0170223655443862,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/POLYINT-full-run-only-OhioLeps-V1.html",24016
"POMVER",NA,0.020734528995891,0.0215496461350577,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/POMVER-full-run-only-OhioLeps-V1.html",24016
"PYRCOM",NA,0.0886835422931418,0.0891213939668885,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/PYRCOM-full-run-only-OhioLeps-V1.html",24016
"SATACA",NA,-0.0283330770230722,-0.0275670885536172,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/SATACA-full-run-only-OhioLeps-V1.html",21934
"SATCA1",NA,0.0333618927830249,0.0340320438006008,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/SATCA1-full-run-only-OhioLeps-V1.html",24016
"SATCA3",NA,-0.0226716052786543,-0.0222629654717821,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/SATCA3-full-run-only-OhioLeps-V1.html",24016
"SATLIP",NA,-0.02573368383519,-0.0249913488957367,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/SATLIP-full-run-only-OhioLeps-V1.html",24016
"SATTIT",NA,-0.0478461507931423,-0.0471998665880164,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/SATTIT-full-run-only-OhioLeps-V1.html",24016
"SATYAPP",NA,0.0152476328000873,0.016321576800312,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/SATYAPP-full-run-only-OhioLeps-V1.html",24016
"SATYEUR",NA,-0.0139162305872361,-0.0134340349556514,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/SATYEUR-full-run-only-OhioLeps-V1.html",21934
"SPEYAPH",NA,-0.132599642963224,-0.13167518565848,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/SPEYAPH-full-run-only-OhioLeps-V1.html",24016
"SPEYCYB",NA,-0.0172488397871524,-0.0164312544749716,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/SPEYCYB-full-run-only-OhioLeps-V1.html",24016
"STRMEL",NA,0.0102458026903938,0.0109112527761641,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/STRMEL-full-run-only-OhioLeps-V1.html",24016
"THOBAT",NA,-0.047507508034605,-0.0466576539213861,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/THOBAT-full-run-only-OhioLeps-V1.html",24016
"THOPYL",NA,-0.0627075773589774,-0.0621450365602776,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/THOPYL-full-run-only-OhioLeps-V1.html",24016
"THYLIN",NA,-0.163363702885239,-0.162421103029658,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/THYLIN-full-run-only-OhioLeps-V1.html",24016
"VANATA",NA,0.00230038910772198,0.00253889773342314,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/VANATA-full-run-only-OhioLeps-V1.html",24016
"VANCAR",NA,-0.0586244885862159,-0.0583305805559764,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/VANCAR-full-run-only-OhioLeps-V1.html",24016
"WALEGE",NA,-0.0299234407033692,-0.0291858473338209,NA,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-OhioLeps-V1/WALEGE-full-run-only-OhioLeps-V1.html",24016
